Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG04;ZAG CLERMONT-FERRAND;FR07004;Montferrand;Urbaine;O3;Fond;A;Oui;mesures indicatives;;Moy. annuelle;60.0;59.978426889219115;µg-m3;100.0;100;100.0;R;1;45.79728;3.113833
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG04;ZAG CLERMONT-FERRAND;FR07009;Jardin Lecoq;Urbaine;O3;Fond;A;Oui;mesures indicatives;;Moy. annuelle;62.0;61.86619245894052;µg-m3;99.0;100;99.0;R;1;45.772167;3.0875
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07022;Paray le Fresil;Rurale régionale;O3;Fond;A;Oui;mesures fixes;;Moy. annuelle;64.0;63.65069411201529;µg-m3;97.0;98;95.0;R;1;46.652668;3.600667
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07031;Rageade;Rurale régionale;O3;Fond;A;Oui;mesures indicatives;;Moy. annuelle;80.0;80.14897095815238;µg-m3;100.0;100;100.0;R;1;45.10472;3.277361
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG04;ZAG CLERMONT-FERRAND;FR07032;Riom;Urbaine;O3;Fond;A;Oui;mesures indicatives;;Moy. annuelle;45.0;44.690322580645166;µg-m3;65.0;1;0.0;N;-1;45.894196;3.115056
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG04;ZAG CLERMONT-FERRAND;FR07051;Beaulieu;Périurbaine;O3;Fond;1;Oui;mesures indicatives;;Moy. annuelle;63.0;62.56585309693771;µg-m3;99.0;100;99.0;R;1;45.769;3.155
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07052;Aurillac-Lagarde;Urbaine;O3;Fond;1;Oui;mesures indicatives;;Moy. annuelle;65.0;64.61210037813674;µg-m3;100.0;100;100.0;R;1;44.92008;2.441082
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07054;Le Puy-Causans;Urbaine;O3;Fond;1;Oui;mesures indicatives;;Moy. annuelle;55.0;54.59592728946167;µg-m3;99.0;100;99.0;R;1;45.039001;3.887001
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07056;Pays du Mezenc;Rurale régionale;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;82.0;82.05894215256963;µg-m3;99.0;100;99.0;R;1;44.98377;4.226006
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAR05;ZAR MOULINS;FR07057;Moulins Centre;Urbaine;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;62.0;62.328174700268974;µg-m3;95.0;99;93.0;R;1;46.5619722;3.34063888888888
